t,surface,4mm,diameter
48,41.76,70.23,4
49,41.79,70.7,4
50,41.81,71.15,4
51,41.84,71.6,4
52,41.86,72.04,4
53,41.89,72.48,4
54,41.91,72.91,4
55,41.93,73.33,4
56,41.96,73.75,4
57,41.98,74.16,4
58,42,74.57,4
59,42.02,74.97,4
60,42.04,75.37,4
61,42.07,75.76,4
62,42.09,76.15,4
63,42.11,76.53,4
64,42.13,76.91,4
65,42.15,77.29,4
66,42.17,77.65,4
67,42.18,78.02,4
68,42.2,78.38,4
69,42.22,78.73,4
70,42.24,79.09,4
71,42.26,79.43,4
72,42.28,79.78,4
73,42.29,80.12,4
74,42.31,80.45,4
75,42.33,80.79,4
76,42.34,81.11,4
77,42.36,81.44,4
78,42.38,81.76,4
79,42.39,82.08,4
80,42.41,82.39,4
81,42.43,82.7,4
82,42.44,83.01,4
83,42.46,83.32,4
84,42.47,83.62,4
85,42.49,83.92,4
86,42.5,84.21,4
87,42.52,84.5,4
88,42.53,84.79,4
89,42.55,85.08,4
90,42.56,85.36,4
91,42.57,85.65,4
92,42.59,85.92,4
93,42.6,86.2,4
94,42.61,86.47,4
95,42.63,86.74,4
96,42.64,87.01,4
97,42.65,87.28,4
98,42.67,87.54,4
99,42.68,87.8,4
100,42.69,88.06,4
101,42.71,88.31,4
102,42.72,88.57,4
103,42.73,88.82,4
104,42.74,89.06,4
105,42.75,89.31,4
106,42.77,89.56,4
107,42.78,89.8,4
108,42.79,90.04,4
109,42.8,90.27,4
110,42.81,90.51,4
111,42.82,90.74,4
112,42.84,90.98,4
113,42.85,91.21,4
114,42.86,91.43,4
115,42.87,91.66,4
116,42.88,91.88,4
117,42.89,92.11,4
118,42.9,92.33,4
119,42.91,92.54,4
120,42.92,92.76,4
121,42.93,92.98,4
122,42.94,93.19,4
123,42.95,93.4,4
124,42.96,93.61,4
125,42.97,93.82,4
126,42.98,94.03,4
127,42.99,94.23,4
128,43,94.43,4
129,43.01,94.64,4
130,43.02,94.84,4
131,43.03,95.03,4
132,43.04,95.23,4
133,43.05,95.43,4
134,43.06,95.62,4
135,43.07,95.81,4
136,43.08,96,4
137,43.09,96.19,4
138,43.09,96.38,4
139,43.1,96.57,4
140,43.11,96.75,4
141,43.12,96.94,4
142,43.13,97.12,4
143,43.14,97.3,4
144,43.15,97.48,4
145,43.16,97.66,4
146,43.16,97.84,4
147,43.17,98.02,4
148,43.18,98.19,4
149,43.19,98.36,4
150,43.2,98.54,4
151,43.2,98.71,4
152,43.21,98.88,4
153,43.22,99.04,4
154,43.23,99.17,4
155,43.24,99.28,4
156,43.24,99.38,4
157,43.25,99.47,4
158,43.26,99.55,4
159,43.27,99.63,4
160,43.27,99.7,4
161,43.28,99.76,4
162,43.28,99.83,4
163,43.29,99.89,4
164,43.29,99.95,4
165,43.3,100,4
166,43.3,100,4
167,43.3,100,4
168,43.31,100,4
169,43.31,100,4
170,43.31,100,4
171,43.31,100,4
172,43.32,100,4
173,43.32,100,4
174,43.32,100,4
175,43.32,100,4
176,43.33,100,4
177,43.33,100,4
178,43.33,100,4
179,43.33,100,4
180,43.33,100,4
181,43.33,100,4
182,43.34,100,4
183,43.34,100,4
184,43.34,100,4
185,43.34,100,4
186,43.34,100,4
187,43.34,100,4
188,43.34,100,4
189,43.34,100,4
190,43.34,100,4
191,43.34,100,4
192,43.35,100,4
193,43.35,100,4
194,43.35,100,4
195,43.35,100,4
196,43.35,100,4
197,43.35,100,4
198,43.35,100,4
199,43.35,100,4
200,43.35,100,4
201,43.35,100,4
202,43.35,100,4
203,43.35,100,4
204,43.35,100,4
205,43.35,100,4
206,43.35,100,4
207,43.35,100,4
208,43.35,100,4
209,43.35,100,4
210,43.35,100,4
211,43.36,100,4
212,43.36,100,4
213,43.36,100,4
214,43.36,100,4
215,43.36,100,4
216,43.36,100,4
217,43.36,100,4
218,43.36,100,4
219,43.36,100,4
220,43.36,100,4
221,43.36,100,4
222,43.36,100,4
223,43.36,100,4
224,43.36,100,4
225,43.36,100,4
226,43.36,100,4
227,43.36,100,4
228,43.36,100,4
229,43.36,100,4
230,43.36,100,4
231,43.36,100,4
232,43.36,100,4
233,43.36,100,4
234,43.36,100,4
235,43.36,100,4
236,43.36,100,4
237,43.36,100,4
238,43.36,100,4
239,43.36,100,4
240,43.36,100,4
241,43.36,100,4
242,43.36,100,4
243,43.36,100,4
244,43.36,100,4
245,43.36,100,4
246,43.36,100,4
247,43.36,100,4
248,43.36,100,4
249,43.36,100,4
250,43.36,100,4
251,43.36,100,4
252,43.36,100,4
253,43.36,100,4
254,43.36,100,4
255,43.36,100,4
256,43.36,100,4
257,43.36,100,4
258,43.36,100,4
259,43.36,100,4
260,43.36,100,4
261,43.36,100,4
262,43.37,100,4
263,43.37,100,4
264,43.37,100,4
265,43.37,100,4
266,43.37,100,4
267,43.37,100,4
268,43.37,100,4
269,43.37,100,4
270,43.37,100,4
271,43.37,100,4
272,43.37,100,4
273,43.37,100,4
274,43.37,100,4
275,43.37,100,4
276,43.37,100,4
277,43.37,100,4
278,43.37,100,4
279,43.37,100,4
280,43.37,100,4
281,43.37,100,4
282,43.37,100,4
283,43.37,100,4
284,43.37,100,4
285,43.37,100,4
286,43.37,100,4
287,43.37,100,4
288,43.37,100,4
289,43.37,100,4
290,43.37,100,4
291,43.37,100,4
292,43.37,100,4
293,43.37,100,4
294,43.37,100,4
295,43.37,100,4
296,43.37,100,4
297,43.37,100,4
298,43.37,100,4
299,43.37,100,4
300,43.37,100,4
1,37.85,37.63,5
2,38.17,38.27,5
3,38.4,38.91,5
4,38.57,39.55,5
5,38.72,40.2,5
6,38.85,40.86,5
7,38.96,41.52,5
8,39.06,42.18,5
9,39.15,42.84,5
10,39.23,43.5,5
11,39.31,44.16,5
12,39.38,44.81,5
13,39.45,45.46,5
14,39.51,46.11,5
15,39.57,46.75,5
16,39.63,47.39,5
17,39.68,48.01,5
18,39.74,48.63,5
19,39.79,49.24,5
20,39.83,49.85,5
21,39.88,50.45,5
22,39.92,51.03,5
23,39.96,51.61,5
24,40,52.19,5
25,40.04,52.75,5
26,40.08,53.31,5
27,40.11,53.86,5
28,40.15,54.4,5
29,40.18,54.93,5
30,40.22,55.45,5
31,40.25,55.97,5
32,40.28,56.48,5
33,40.31,56.99,5
34,40.34,57.48,5
35,40.37,57.97,5
36,40.4,58.45,5
37,40.42,58.93,5
38,40.45,59.4,5
39,40.48,59.86,5
40,40.5,60.31,5
41,40.53,60.76,5
42,40.55,61.21,5
43,40.58,61.64,5
44,40.6,62.07,5
45,40.62,62.5,5
46,40.64,62.92,5
47,40.67,63.34,5
48,40.69,63.74,5
49,40.71,64.15,5
50,40.73,64.55,5
51,40.75,64.94,5
52,40.77,65.33,5
53,40.79,65.71,5
54,40.81,66.09,5
55,40.83,66.47,5
56,40.85,66.84,5
57,40.86,67.2,5
58,40.88,67.57,5
59,40.9,67.92,5
60,40.92,68.28,5
61,40.93,68.62,5
62,40.95,68.97,5
63,40.97,69.31,5
64,40.98,69.65,5
65,41,69.98,5
66,41.01,70.31,5
67,41.03,70.63,5
68,41.05,70.96,5
69,41.06,71.27,5
70,41.08,71.59,5
71,41.09,71.9,5
72,41.11,72.21,5
73,41.12,72.51,5
74,41.13,72.82,5
75,41.15,73.11,5
76,41.16,73.41,5
77,41.17,73.7,5
78,41.19,73.99,5
79,41.2,74.28,5
80,41.21,74.56,5
81,41.23,74.84,5
82,41.24,75.12,5
83,41.25,75.39,5
84,41.27,75.67,5
85,41.28,75.94,5
86,41.29,76.2,5
87,41.3,76.47,5
88,41.31,76.73,5
89,41.33,76.99,5
90,41.34,77.25,5
91,41.35,77.5,5
92,41.36,77.75,5
93,41.37,78,5
94,41.38,78.25,5
95,41.39,78.5,5
96,41.4,78.74,5
97,41.41,78.98,5
98,41.43,79.22,5
99,41.44,79.46,5
100,41.45,79.69,5
101,41.46,79.92,5
102,41.47,80.15,5
103,41.48,80.38,5
104,41.49,80.61,5
105,41.5,80.83,5
106,41.51,81.06,5
107,41.52,81.28,5
108,41.53,81.5,5
109,41.53,81.71,5
110,41.54,81.93,5
111,41.55,82.14,5
112,41.56,82.35,5
113,41.57,82.56,5
114,41.58,82.77,5
115,41.59,82.98,5
116,41.6,83.18,5
117,41.61,83.38,5
118,41.62,83.59,5
119,41.62,83.79,5
120,41.63,83.98,5
121,41.64,84.18,5
122,41.65,84.37,5
123,41.66,84.57,5
124,41.67,84.76,5
125,41.67,84.95,5
126,41.68,85.14,5
127,41.69,85.33,5
128,41.7,85.51,5
129,41.71,85.7,5
130,41.71,85.88,5
131,41.72,86.06,5
132,41.73,86.24,5
133,41.74,86.42,5
134,41.74,86.6,5
135,41.75,86.78,5
136,41.76,86.95,5
137,41.77,87.13,5
138,41.77,87.3,5
139,41.78,87.47,5
140,41.79,87.64,5
141,41.8,87.81,5
142,41.8,87.98,5
143,41.81,88.14,5
144,41.82,88.31,5
145,41.82,88.47,5
146,41.83,88.64,5
147,41.84,88.8,5
148,41.84,88.96,5
149,41.85,89.12,5
150,41.86,89.28,5
151,41.86,89.44,5
152,41.87,89.59,5
153,41.88,89.75,5
154,41.88,89.9,5
155,41.89,90.05,5
156,41.9,90.21,5
157,41.9,90.36,5
158,41.91,90.51,5
159,41.92,90.66,5
160,41.92,90.8,5
161,41.93,90.95,5
162,41.93,91.1,5
163,41.94,91.24,5
164,41.95,91.39,5
165,41.95,91.53,5
166,41.96,91.67,5
167,41.96,91.81,5
168,41.97,91.95,5
169,41.98,92.09,5
170,41.98,92.23,5
171,41.99,92.37,5
172,41.99,92.5,5
173,42,92.64,5
174,42,92.78,5
175,42.01,92.91,5
176,42.01,93.04,5
177,42.02,93.18,5
178,42.03,93.31,5
179,42.03,93.44,5
180,42.04,93.57,5
181,42.04,93.7,5
182,42.05,93.83,5
183,42.05,93.95,5
184,42.06,94.08,5
185,42.06,94.21,5
186,42.07,94.33,5
187,42.07,94.45,5
188,42.08,94.58,5
189,42.08,94.7,5
190,42.09,94.82,5
191,42.09,94.94,5
192,42.1,95.07,5
193,42.1,95.19,5
194,42.11,95.3,5
195,42.11,95.42,5
196,42.12,95.54,5
197,42.12,95.66,5
198,42.13,95.77,5
199,42.13,95.89,5
200,42.14,96,5
201,42.14,96.12,5
202,42.15,96.23,5
203,42.15,96.35,5
204,42.15,96.46,5
205,42.16,96.57,5
206,42.16,96.68,5
207,42.17,96.79,5
208,42.17,96.9,5
209,42.18,97.01,5
210,42.18,97.12,5
211,42.19,97.23,5
212,42.19,97.33,5
213,42.2,97.44,5
214,42.2,97.55,5
215,42.2,97.65,5
216,42.21,97.76,5
217,42.21,97.86,5
218,42.22,97.96,5
219,42.22,98.07,5
220,42.22,98.17,5
221,42.23,98.27,5
222,42.23,98.37,5
223,42.24,98.47,5
224,42.24,98.57,5
225,42.25,98.67,5
226,42.25,98.77,5
227,42.25,98.87,5
228,42.26,98.97,5
229,42.26,99.06,5
230,42.27,99.16,5
231,42.27,99.26,5
232,42.27,99.34,5
233,42.28,99.4,5
234,42.28,99.46,5
235,42.28,99.52,5
236,42.29,99.57,5
237,42.29,99.62,5
238,42.3,99.66,5
239,42.3,99.7,5
240,42.3,99.74,5
241,42.31,99.77,5
242,42.31,99.81,5
243,42.31,99.84,5
244,42.31,99.88,5
245,42.32,99.91,5
246,42.32,99.94,5
247,42.32,99.97,5
248,42.32,100,5
249,42.33,100,5
250,42.33,100,5
251,42.33,100,5
252,42.33,100,5
253,42.33,100,5
254,42.33,100,5
255,42.34,100,5
256,42.34,100,5
257,42.34,100,5
258,42.34,100,5
259,42.34,100,5
260,42.34,100,5
261,42.34,100,5
262,42.34,100,5
263,42.35,100,5
264,42.35,100,5
265,42.35,100,5
266,42.35,100,5
267,42.35,100,5
268,42.35,100,5
269,42.35,100,5
270,42.35,100,5
271,42.35,100,5
272,42.35,100,5
273,42.35,100,5
274,42.36,100,5
275,42.36,100,5
276,42.36,100,5
277,42.36,100,5
278,42.36,100,5
279,42.36,100,5
280,42.36,100,5
281,42.36,100,5
282,42.36,100,5
283,42.36,100,5
284,42.36,100,5
285,42.36,100,5
286,42.36,100,5
287,42.36,100,5
288,42.36,100,5
289,42.36,100,5
290,42.36,100,5
291,42.36,100,5
292,42.36,100,5
293,42.37,100,5
294,42.37,100,5
295,42.37,100,5
296,42.37,100,5
297,42.37,100,5
298,42.37,100,5
299,42.37,100,5
300,42.37,100,5
1,3.77E+01,37.65,6
2,3.79E+01,38.3,6
3,3.81E+01,38.96,6
4,3.82E+01,39.63,6
5,3.83E+01,40.29,6
6,3.85E+01,40.96,6
7,3.85E+01,41.63,6
8,3.86E+01,42.3,6
9,3.87E+01,42.97,6
10,3.88E+01,43.63,6
11,3.88E+01,44.28,6
12,3.89E+01,44.92,6
13,3.89E+01,45.56,6
14,3.90E+01,46.19,6
15,3.91E+01,46.8,6
16,3.91E+01,47.41,6
17,3.91E+01,48.01,6
18,3.92E+01,48.6,6
